subset,stratum,method,mode,metric,subtype,score,edits,probes,edit_macro,probe_micro,ci_low,ci_high,activation,cap_hits,status,definition
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Portability,1-hop,target_or_source_semantic,73,73,0.1095890410958904,0.1095890410958904,0.0410958904109589,0.1917808219178082,73,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Portability,2-hop,literal,24,24,0.0,0.0,0.0,0.0,24,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Portability,2-hop,target_or_source_semantic,24,24,0.0,0.0,0.0,0.0,24,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Portability,3-hop,literal,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Portability,3-hop,target_or_source_semantic,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Reliability,ALL,literal,200,200,1.0,1.0,1.0,1.0,200,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Reliability,ALL,target_or_source_semantic,200,200,0.99,0.99,0.975,1.0,200,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,伪权威干扰,literal,23,23,0.9130434782608695,0.9130434782608695,0.782608695652174,1.0,22,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,伪权威干扰,target_or_source_semantic,23,23,0.9565217391304348,0.9565217391304348,0.8695652173913043,1.0,22,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,无关临床细节,literal,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,无关临床细节,target_or_source_semantic,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,模糊限定词,literal,27,27,1.0,1.0,1.0,1.0,27,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,模糊限定词,target_or_source_semantic,27,27,1.0,1.0,1.0,1.0,27,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,症状混淆,literal,29,29,1.0,1.0,1.0,1.0,29,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,症状混淆,target_or_source_semantic,29,29,0.9310344827586207,0.9310344827586207,0.8275862068965517,1.0,29,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,误导性上下文,literal,20,20,0.95,0.95,0.85,1.0,20,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,Robustness,误导性上下文,target_or_source_semantic,20,20,0.95,0.95,0.85,1.0,20,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,T_Generality,ALL,literal,200,200,0.98,0.98,0.96,0.995,200,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,T_Generality,ALL,target_or_source_semantic,200,200,0.975,0.975,0.95,0.995,200,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,T_Locality,ALL,literal,200,200,1.0,1.0,1.0,1.0,0,2,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,BE,RC_FIXED_OLD16,T_Locality,ALL,target_or_source_semantic,200,200,0.21,0.21,0.155,0.265,0,2,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,I_Generality,ALL,literal,164,164,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,I_Generality,ALL,target_or_source_semantic,164,164,0.012195121951219513,0.012195121951219513,0.0,0.03048780487804878,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,I_Locality,ALL,literal,67,67,1.0,1.0,1.0,1.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,I_Locality,ALL,target_or_source_semantic,67,67,0.22388059701492538,0.22388059701492538,0.13432835820895522,0.3283582089552239,0,0,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Portability,1-hop,literal,73,73,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Portability,1-hop,target_or_source_semantic,73,73,0.2876712328767123,0.2876712328767123,0.1917808219178082,0.3972602739726027,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Portability,2-hop,literal,24,24,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Portability,2-hop,target_or_source_semantic,24,24,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5416666666666666,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Portability,3-hop,literal,2,2,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Portability,3-hop,target_or_source_semantic,2,2,0.0,0.0,0.0,0.0,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Reliability,ALL,literal,200,200,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Reliability,ALL,target_or_source_semantic,200,200,0.015,0.015,0.0,0.035,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,伪权威干扰,literal,23,23,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,伪权威干扰,target_or_source_semantic,23,23,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.34782608695652173,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,无关临床细节,literal,28,28,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,无关临床细节,target_or_source_semantic,28,28,0.03571428571428571,0.03571428571428571,0.0,0.10714285714285714,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,模糊限定词,literal,27,27,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,模糊限定词,target_or_source_semantic,27,27,0.07407407407407407,0.07407407407407407,0.0,0.18518518518518517,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,症状混淆,literal,29,29,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,症状混淆,target_or_source_semantic,29,29,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,误导性上下文,literal,20,20,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,Robustness,误导性上下文,target_or_source_semantic,20,20,0.05,0.05,0.0,0.15,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,T_Generality,ALL,literal,200,200,0.0,0.0,0.0,0.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,T_Generality,ALL,target_or_source_semantic,200,200,0.02,0.02,0.005,0.04,0,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,T_Locality,ALL,literal,200,200,1.0,1.0,1.0,1.0,0,2,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BASE,T_Locality,ALL,target_or_source_semantic,200,200,0.21,0.21,0.155,0.265,0,2,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,I_Generality,ALL,literal,164,164,0.9634146341463414,0.9634146341463414,0.9329268292682927,0.9878048780487805,160,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,I_Generality,ALL,target_or_source_semantic,164,164,0.9573170731707317,0.9573170731707317,0.9207317073170732,0.9878048780487805,160,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,I_Locality,ALL,literal,67,67,0.7910447761194029,0.7910447761194029,0.6865671641791045,0.8805970149253731,18,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,I_Locality,ALL,target_or_source_semantic,67,67,0.19402985074626866,0.19402985074626866,0.1044776119402985,0.29850746268656714,18,0,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Portability,1-hop,literal,73,73,0.0136986301369863,0.0136986301369863,0.0,0.0410958904109589,73,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Portability,1-hop,target_or_source_semantic,73,73,0.0958904109589041,0.0958904109589041,0.0273972602739726,0.1643835616438356,73,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Portability,2-hop,literal,24,24,0.0,0.0,0.0,0.0,24,2,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Portability,2-hop,target_or_source_semantic,24,24,0.041666666666666664,0.041666666666666664,0.0,0.125,24,2,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Portability,3-hop,literal,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Portability,3-hop,target_or_source_semantic,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Reliability,ALL,literal,200,200,1.0,1.0,1.0,1.0,200,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Reliability,ALL,target_or_source_semantic,200,200,0.99,0.99,0.975,1.0,200,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,伪权威干扰,literal,23,23,0.9565217391304348,0.9565217391304348,0.8695652173913043,1.0,23,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,伪权威干扰,target_or_source_semantic,23,23,1.0,1.0,1.0,1.0,23,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,无关临床细节,literal,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,无关临床细节,target_or_source_semantic,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,模糊限定词,literal,27,27,1.0,1.0,1.0,1.0,27,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,模糊限定词,target_or_source_semantic,27,27,1.0,1.0,1.0,1.0,27,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,症状混淆,literal,29,29,1.0,1.0,1.0,1.0,29,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,症状混淆,target_or_source_semantic,29,29,0.9310344827586207,0.9310344827586207,0.8275862068965517,1.0,29,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,误导性上下文,literal,20,20,0.95,0.95,0.85,1.0,20,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,Robustness,误导性上下文,target_or_source_semantic,20,20,0.95,0.95,0.85,1.0,20,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,T_Generality,ALL,literal,200,200,0.975,0.975,0.95,0.995,200,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,T_Generality,ALL,target_or_source_semantic,200,200,0.98,0.98,0.96,0.995,200,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,T_Locality,ALL,literal,200,200,1.0,1.0,1.0,1.0,0,2,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,BE_ROUTE_R0,T_Locality,ALL,target_or_source_semantic,200,200,0.21,0.21,0.155,0.265,0,2,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,I_Generality,ALL,literal,164,164,0.9817073170731707,0.9817073170731707,0.9573170731707317,1.0,164,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,I_Generality,ALL,target_or_source_semantic,164,164,0.975609756097561,0.975609756097561,0.9512195121951219,0.9939024390243902,164,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,I_Locality,ALL,literal,67,67,0.1044776119402985,0.1044776119402985,0.029850746268656716,0.1791044776119403,67,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,I_Locality,ALL,target_or_source_semantic,67,67,0.11940298507462686,0.11940298507462686,0.04477611940298507,0.208955223880597,67,1,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Portability,1-hop,literal,73,73,0.0136986301369863,0.0136986301369863,0.0,0.0410958904109589,73,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Portability,1-hop,target_or_source_semantic,73,73,0.0958904109589041,0.0958904109589041,0.0273972602739726,0.1643835616438356,73,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Portability,2-hop,literal,24,24,0.0,0.0,0.0,0.0,24,2,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Portability,2-hop,target_or_source_semantic,24,24,0.041666666666666664,0.041666666666666664,0.0,0.125,24,2,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Portability,3-hop,literal,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Portability,3-hop,target_or_source_semantic,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Reliability,ALL,literal,200,200,1.0,1.0,1.0,1.0,200,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Reliability,ALL,target_or_source_semantic,200,200,0.99,0.99,0.975,1.0,200,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,伪权威干扰,literal,23,23,0.9565217391304348,0.9565217391304348,0.8695652173913043,1.0,23,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,伪权威干扰,target_or_source_semantic,23,23,1.0,1.0,1.0,1.0,23,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,无关临床细节,literal,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,无关临床细节,target_or_source_semantic,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,模糊限定词,literal,27,27,1.0,1.0,1.0,1.0,27,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,模糊限定词,target_or_source_semantic,27,27,1.0,1.0,1.0,1.0,27,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,症状混淆,literal,29,29,1.0,1.0,1.0,1.0,29,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,症状混淆,target_or_source_semantic,29,29,0.9310344827586207,0.9310344827586207,0.8275862068965517,1.0,29,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,误导性上下文,literal,20,20,0.95,0.95,0.85,1.0,20,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,Robustness,误导性上下文,target_or_source_semantic,20,20,0.95,0.95,0.85,1.0,20,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,T_Generality,ALL,literal,200,200,0.975,0.975,0.95,0.995,200,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,T_Generality,ALL,target_or_source_semantic,200,200,0.98,0.98,0.96,0.995,200,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,T_Locality,ALL,literal,200,200,0.03,0.03,0.01,0.055,200,10,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,FORCED_ON,T_Locality,ALL,target_or_source_semantic,200,200,0.075,0.075,0.04,0.115,200,10,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,I_Generality,ALL,literal,164,164,0.012195121951219513,0.012195121951219513,0.0,0.03048780487804878,2,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,I_Generality,ALL,target_or_source_semantic,164,164,0.024390243902439025,0.024390243902439025,0.006097560975609756,0.04878048780487805,2,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,I_Locality,ALL,literal,67,67,1.0,1.0,1.0,1.0,0,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,I_Locality,ALL,target_or_source_semantic,67,67,0.22388059701492538,0.22388059701492538,0.13432835820895522,0.3283582089552239,0,0,AVAILABLE,SOURCE_REFERENCE_ACCURACY_NOT_LOCALITY
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Portability,1-hop,literal,73,73,0.0136986301369863,0.0136986301369863,0.0,0.0410958904109589,73,1,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Portability,1-hop,target_or_source_semantic,73,73,0.0958904109589041,0.0958904109589041,0.0273972602739726,0.1643835616438356,73,1,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Portability,2-hop,literal,24,24,0.0,0.0,0.0,0.0,24,2,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Portability,2-hop,target_or_source_semantic,24,24,0.041666666666666664,0.041666666666666664,0.0,0.125,24,2,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Portability,3-hop,literal,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Portability,3-hop,target_or_source_semantic,2,2,0.0,0.0,0.0,0.0,2,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Reliability,ALL,literal,200,200,1.0,1.0,1.0,1.0,200,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Reliability,ALL,target_or_source_semantic,200,200,0.99,0.99,0.975,1.0,200,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Robustness,伪权威干扰,literal,23,23,0.9130434782608695,0.9130434782608695,0.782608695652174,1.0,22,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Robustness,伪权威干扰,target_or_source_semantic,23,23,0.9565217391304348,0.9565217391304348,0.8695652173913043,1.0,22,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Robustness,无关临床细节,literal,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,PAPER_DEFINITION_OUTPUT_MATCH
FULL_SUPPORTED,BASE_NOT_TARGET,C_NO_H,RC_FIXED_OLD16,Robustness,无关临床细节,target_or_source_semantic,28,28,1.0,1.0,1.0,1.0,28,0,AVAILABLE,COUNTERFACTUAL_TARGET_ADHERENCE
