cohort,track,prefix,method,mode,role,stratum,strict_role,diagnostic_step,is_diagnostic,average,inputs,edits,source_images,patients,semantic,semantic_numerator,semantic_denominator,semantic_edit_support,v4_primary,v4_primary_numerator,v4_primary_denominator,v4_primary_edit_support,original_reference_correct,original_reference_correct_numerator,original_reference_correct_denominator,original_reference_correct_edit_support,base_correct,base_correct_numerator,base_correct_denominator,base_correct_edit_support,base_correct_damage,base_correct_damage_numerator,base_correct_damage_denominator,base_correct_damage_edit_support,base_correct_preserved,base_correct_preserved_numerator,base_correct_preserved_denominator,base_correct_preserved_edit_support,base_wrong_became_correct,base_wrong_became_correct_numerator,base_wrong_became_correct_denominator,base_wrong_became_correct_edit_support,base_wrong_changed,base_wrong_changed_numerator,base_wrong_changed_denominator,base_wrong_changed_edit_support,on,on_numerator,on_denominator,on_edit_support,joint_on_correct,joint_on_correct_numerator,joint_on_correct_denominator,joint_on_correct_edit_support,fpr,fpr_numerator,fpr_denominator,fpr_edit_support,misfire_damage,misfire_damage_numerator,misfire_damage_denominator,misfire_damage_edit_support,token_parity,token_parity_numerator,token_parity_denominator,token_parity_edit_support,kl,kl_numerator,kl_denominator,kl_edit_support,own_forced_correct,own_forced_correct_numerator,own_forced_correct_denominator,own_forced_correct_edit_support,rejection,rejection_numerator,rejection_denominator,rejection_edit_support,wrong_writer,wrong_writer_numerator,wrong_writer_denominator,wrong_writer_edit_support,writer_error,writer_error_numerator,writer_error_denominator,writer_error_edit_support,equivalent_correct,equivalent_correct_numerator,equivalent_correct_denominator,equivalent_correct_edit_support,other_expert_correct,other_expert_correct_numerator,other_expert_correct_denominator,other_expert_correct_edit_support,selected_writer_error,selected_writer_error_numerator,selected_writer_error_denominator,selected_writer_error_edit_support,ended_with_eos,ended_with_eos_numerator,ended_with_eos_denominator,ended_with_eos_edit_support,cap_hit,cap_hit_numerator,cap_hit_denominator,cap_hit_edit_support,wrong_given_on_base_correct,wrong_given_on_base_correct_numerator,wrong_given_on_base_correct_denominator,wrong_given_on_base_correct_edit_support,wrong_given_on_strict_base,wrong_given_on_strict_base_numerator,wrong_given_on_strict_base_denominator,wrong_given_on_strict_base_edit_support,positive_wrong_rejection,positive_wrong_rejection_numerator,positive_wrong_rejection_denominator,positive_wrong_rejection_edit_support,positive_wrong_selection,positive_wrong_selection_numerator,positive_wrong_selection_denominator,positive_wrong_selection_edit_support,positive_owner_error,positive_owner_error_numerator,positive_owner_error_denominator,positive_owner_error_edit_support,correct_via_base_return,correct_via_base_return_numerator,correct_via_base_return_denominator,correct_via_base_return_edit_support,correct_via_owner_writer,correct_via_owner_writer_numerator,correct_via_owner_writer_denominator,correct_via_owner_writer_edit_support,correct_via_other_writer,correct_via_other_writer_numerator,correct_via_other_writer_denominator,correct_via_other_writer_edit_support,unique_eqkeys,patient,target_propagation
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,fit,H,STRICT_BASE,320,False,micro,28,16,9,UNKNOWN,0.7142857142857143,20.0,28,16,,,0,0,0.7142857142857143,20.0,28,16,0.9642857142857143,27.0,28,16,0.2962962962962963,8.0,27,16,0.7037037037037037,19.0,27,16,1.0,1.0,1,1,1.0,1.0,1,1,1.0,28.0,28,16,0.7142857142857143,20.0,28,16,1.0,28.0,28,16,0.2962962962962963,8.0,27,16,0.39285714285714285,11.0,28,16,,,0,0,0.7142857142857143,20.0,28,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,28.0,28,16,,,0,0,0.2962962962962963,8.0,27,16,0.2857142857142857,8.0,28,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,17,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,fit,U,STRICT_BASE,320,False,macro,217,16,43,UNKNOWN,0.5319368131868132,115.0,217,16,,,0,0,0.5319368131868132,115.0,217,16,0.5951236263736264,129.0,217,16,0.18447420634920633,22.0,129,16,0.8155257936507936,107.0,129,16,0.07428075396825397,8.0,88,16,0.3710813492063492,35.0,88,16,1.0,217.0,217,16,0.5319368131868132,115.0,217,16,1.0,217.0,217,16,0.18447420634920633,22.0,129,16,0.5302197802197802,115.0,217,16,,,0,0,0.5319368131868132,115.0,217,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0.9759615384615384,212.0,217,16,,,0,0,0.18447420634920633,22.0,129,16,0.4680631868131868,102.0,217,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,fit,U,STRICT_BASE,320,False,micro,217,16,43,UNKNOWN,0.5299539170506913,115.0,217,16,,,0,0,0.5299539170506913,115.0,217,16,0.5944700460829493,129.0,217,16,0.17054263565891473,22.0,129,16,0.8294573643410853,107.0,129,16,0.09090909090909091,8.0,88,16,0.3977272727272727,35.0,88,16,1.0,217.0,217,16,0.5299539170506913,115.0,217,16,1.0,217.0,217,16,0.17054263565891473,22.0,129,16,0.5299539170506913,115.0,217,16,,,0,0,0.5299539170506913,115.0,217,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0.9769585253456221,212.0,217,16,,,0,0,0.17054263565891473,22.0,129,16,0.4700460829493088,102.0,217,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,fit,cross_family_confirmation,EDIT_TARGET,320,False,macro,64,16,16,UNKNOWN,1.0,64.0,64,16,,,0,0,1.0,64.0,64,16,0.28125,18.0,64,16,,,0,0,,,0,0,1.0,46.0,46,16,1.0,46.0,46,16,1.0,64.0,64,16,1.0,64.0,64,16,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,64,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,fit,cross_family_confirmation,EDIT_TARGET,320,False,micro,64,16,16,UNKNOWN,1.0,64.0,64,16,,,0,0,1.0,64.0,64,16,0.28125,18.0,64,16,,,0,0,,,0,0,1.0,46.0,46,16,1.0,46.0,46,16,1.0,64.0,64,16,1.0,64.0,64,16,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,64,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,native,T0,EDIT_TARGET,320,False,macro,16,16,16,UNKNOWN,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,0.0,0.0,16,16,,,0,0,,,0,0,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,16,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,FORCED_ON,native,T0,EDIT_TARGET,320,False,micro,16,16,16,UNKNOWN,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,0.0,0.0,16,16,,,0,0,,,0,0,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,16,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,challenge,same_answer_context_not_conflict,STRICT_BASE,320,False,macro,32,15,6,UNKNOWN,0.6111111111111112,20.0,32,15,,,0,0,0.6111111111111112,20.0,32,15,0.6111111111111112,20.0,32,15,0.0,0.0,20,11,1.0,20.0,20,11,0.0,0.0,12,8,0.0,0.0,12,8,0.0,0.0,32,15,0.0,0.0,32,15,0.0,0.0,32,15,0.0,0.0,20,11,1.0,32.0,32,15,,,0,0,1.0,32.0,32,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,15,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,challenge,same_answer_context_not_conflict,STRICT_BASE,320,False,micro,32,15,6,UNKNOWN,0.625,20.0,32,15,,,0,0,0.625,20.0,32,15,0.625,20.0,32,15,0.0,0.0,20,11,1.0,20.0,20,11,0.0,0.0,12,8,0.0,0.0,12,8,0.0,0.0,32,15,0.0,0.0,32,15,0.0,0.0,32,15,0.0,0.0,20,11,1.0,32.0,32,15,,,0,0,1.0,32.0,32,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,15,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,H,STRICT_BASE,320,False,macro,20,15,7,UNKNOWN,0.7666666666666667,15.0,20,15,,,0,0,0.7666666666666667,15.0,20,15,0.7666666666666667,15.0,20,15,0.0,0.0,15,13,1.0,15.0,15,13,0.0,0.0,5,5,0.0,0.0,5,5,0.0,0.0,20,15,0.0,0.0,20,15,0.0,0.0,20,15,0.0,0.0,15,13,1.0,20.0,20,15,,,0,0,0.3333333333333333,9.0,20,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,13,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,H,STRICT_BASE,320,False,micro,20,15,7,UNKNOWN,0.75,15.0,20,15,,,0,0,0.75,15.0,20,15,0.75,15.0,20,15,0.0,0.0,15,13,1.0,15.0,15,13,0.0,0.0,5,5,0.0,0.0,5,5,0.0,0.0,20,15,0.0,0.0,20,15,0.0,0.0,20,15,0.0,0.0,15,13,1.0,20.0,20,15,,,0,0,0.45,9.0,20,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,13,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,U,STRICT_BASE,320,False,macro,202,16,41,UNKNOWN,0.6419986263736264,130.0,202,16,,,0,0,0.6419986263736264,130.0,202,16,0.6419986263736264,130.0,202,16,0.0,0.0,130,16,1.0,130.0,130,16,0.0,0.0,72,16,0.0,0.0,72,16,0.0,0.0,202,16,0.0,0.0,202,16,0.0,0.0,202,16,0.0,0.0,130,16,1.0,202.0,202,16,,,0,0,0.5542582417582418,112.0,202,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,U,STRICT_BASE,320,False,micro,202,16,41,UNKNOWN,0.6435643564356436,130.0,202,16,,,0,0,0.6435643564356436,130.0,202,16,0.6435643564356436,130.0,202,16,0.0,0.0,130,16,1.0,130.0,130,16,0.0,0.0,72,16,0.0,0.0,72,16,0.0,0.0,202,16,0.0,0.0,202,16,0.0,0.0,202,16,0.0,0.0,130,16,1.0,202.0,202,16,,,0,0,0.5544554455445545,112.0,202,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,cross_family_confirmation,EDIT_TARGET,320,False,macro,32,16,16,UNKNOWN,1.0,32.0,32,16,,,0,0,1.0,32.0,32,16,0.5,16.0,32,16,,,0,0,,,0,0,1.0,16.0,16,10,1.0,16.0,16,10,1.0,32.0,32,16,1.0,32.0,32,16,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,cross_family_confirmation,EDIT_TARGET,320,False,micro,32,16,16,UNKNOWN,1.0,32.0,32,16,,,0,0,1.0,32.0,32,16,0.5,16.0,32,16,,,0,0,,,0,0,1.0,16.0,16,10,1.0,16.0,16,10,1.0,32.0,32,16,1.0,32.0,32,16,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,source_style_confirmation,EDIT_TARGET,320,False,macro,32,16,16,UNKNOWN,0.96875,31.0,32,16,,,0,0,0.96875,31.0,32,16,0.59375,19.0,32,16,,,0,0,,,0,0,1.0,13.0,13,7,1.0,13.0,13,7,1.0,32.0,32,16,0.96875,31.0,32,16,,,0,0,,,0,0,0.125,4.0,32,16,,,0,0,0.96875,31.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,evaluation,source_style_confirmation,EDIT_TARGET,320,False,micro,32,16,16,UNKNOWN,0.96875,31.0,32,16,,,0,0,0.96875,31.0,32,16,0.59375,19.0,32,16,,,0,0,,,0,0,1.0,13.0,13,7,1.0,13.0,13,7,1.0,32.0,32,16,0.96875,31.0,32,16,,,0,0,,,0,0,0.125,4.0,32,16,,,0,0,0.96875,31.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,fit,H,STRICT_BASE,320,False,macro,28,16,9,UNKNOWN,0.9791666666666666,27.0,28,16,,,0,0,0.9791666666666666,27.0,28,16,0.9791666666666666,27.0,28,16,0.0,0.0,27,16,1.0,27.0,27,16,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,28,16,0.0,0.0,28,16,0.0,0.0,28,16,0.0,0.0,27,16,1.0,28.0,28,16,,,0,0,0.5625,20.0,28,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,17,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,fit,H,STRICT_BASE,320,False,micro,28,16,9,UNKNOWN,0.9642857142857143,27.0,28,16,,,0,0,0.9642857142857143,27.0,28,16,0.9642857142857143,27.0,28,16,0.0,0.0,27,16,1.0,27.0,27,16,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,28,16,0.0,0.0,28,16,0.0,0.0,28,16,0.0,0.0,27,16,1.0,28.0,28,16,,,0,0,0.7142857142857143,20.0,28,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,17,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,fit,U,STRICT_BASE,320,False,macro,217,16,43,UNKNOWN,0.5951236263736264,129.0,217,16,,,0,0,0.5951236263736264,129.0,217,16,0.5951236263736264,129.0,217,16,0.0,0.0,129,16,1.0,129.0,129,16,0.0,0.0,88,16,0.0,0.0,88,16,0.0,0.0,217,16,0.0,0.0,217,16,0.0,0.0,217,16,0.0,0.0,129,16,1.0,217.0,217,16,,,0,0,0.5319368131868132,115.0,217,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,fit,U,STRICT_BASE,320,False,micro,217,16,43,UNKNOWN,0.5944700460829493,129.0,217,16,,,0,0,0.5944700460829493,129.0,217,16,0.5944700460829493,129.0,217,16,0.0,0.0,129,16,1.0,129.0,129,16,0.0,0.0,88,16,0.0,0.0,88,16,0.0,0.0,217,16,0.0,0.0,217,16,0.0,0.0,217,16,0.0,0.0,129,16,1.0,217.0,217,16,,,0,0,0.5299539170506913,115.0,217,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,fit,cross_family_confirmation,EDIT_TARGET,320,False,macro,64,16,16,UNKNOWN,1.0,64.0,64,16,,,0,0,1.0,64.0,64,16,0.28125,18.0,64,16,,,0,0,,,0,0,1.0,46.0,46,16,1.0,46.0,46,16,1.0,64.0,64,16,1.0,64.0,64,16,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,64,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,fit,cross_family_confirmation,EDIT_TARGET,320,False,micro,64,16,16,UNKNOWN,1.0,64.0,64,16,,,0,0,1.0,64.0,64,16,0.28125,18.0,64,16,,,0,0,,,0,0,1.0,46.0,46,16,1.0,46.0,46,16,1.0,64.0,64,16,1.0,64.0,64,16,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,64.0,64,16,,,0,0,,,0,0,,,0,0,0.0,0.0,64,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,64,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,native,T0,EDIT_TARGET,320,False,macro,16,16,16,UNKNOWN,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,0.0,0.0,16,16,,,0,0,,,0,0,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,16,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B1,RC_FIXED_OLD16,native,T0,EDIT_TARGET,320,False,micro,16,16,16,UNKNOWN,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,0.0,0.0,16,16,,,0,0,,,0,0,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,1.0,16.0,16,16,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,16.0,16,16,,,0,0,,,0,0,,,0,0,0.0,0.0,16,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,16,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,320,False,macro,32,15,6,UNKNOWN,1.0,32.0,32,15,,,0,0,1.0,32.0,32,15,0.6111111111111112,20.0,32,15,0.0,0.0,20,11,1.0,20.0,20,11,1.0,12.0,12,8,1.0,12.0,12,8,1.0,32.0,32,15,1.0,32.0,32,15,1.0,32.0,32,15,0.0,0.0,20,11,0.0,0.0,32,15,,,0,0,1.0,32.0,32,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,15,,,0,0,0.0,0.0,20,11,0.0,0.0,32,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,15,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,320,False,micro,32,15,6,UNKNOWN,1.0,32.0,32,15,,,0,0,1.0,32.0,32,15,0.625,20.0,32,15,0.0,0.0,20,11,1.0,20.0,20,11,1.0,12.0,12,8,1.0,12.0,12,8,1.0,32.0,32,15,1.0,32.0,32,15,1.0,32.0,32,15,0.0,0.0,20,11,0.0,0.0,32,15,,,0,0,1.0,32.0,32,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,15,,,0,0,0.0,0.0,20,11,0.0,0.0,32,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,15,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,H,STRICT_BASE,320,False,macro,20,15,7,UNKNOWN,0.0,0.0,20,15,,,0,0,0.0,0.0,20,15,0.7666666666666667,15.0,20,15,1.0,15.0,15,13,0.0,0.0,15,13,0.0,0.0,5,5,1.0,5.0,5,5,1.0,20.0,20,15,0.0,0.0,20,15,1.0,20.0,20,15,1.0,15.0,15,13,0.0,0.0,20,15,,,0,0,0.0,0.0,20,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,20.0,20,15,,,0,0,1.0,15.0,15,13,1.0,20.0,20,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,13,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,H,STRICT_BASE,320,False,micro,20,15,7,UNKNOWN,0.0,0.0,20,15,,,0,0,0.0,0.0,20,15,0.75,15.0,20,15,1.0,15.0,15,13,0.0,0.0,15,13,0.0,0.0,5,5,1.0,5.0,5,5,1.0,20.0,20,15,0.0,0.0,20,15,1.0,20.0,20,15,1.0,15.0,15,13,0.0,0.0,20,15,,,0,0,0.0,0.0,20,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,20.0,20,15,,,0,0,1.0,15.0,15,13,1.0,20.0,20,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,13,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,U,STRICT_BASE,320,False,macro,202,16,41,UNKNOWN,0.4941048534798535,100.0,202,16,,,0,0,0.4941048534798535,100.0,202,16,0.6419986263736264,130.0,202,16,0.3115936147186147,42.0,130,16,0.6884063852813853,88.0,130,16,0.16354166666666667,12.0,72,16,0.5736607142857143,42.0,72,16,1.0,202.0,202,16,0.4941048534798535,100.0,202,16,1.0,202.0,202,16,0.3115936147186147,42.0,130,16,0.4512934981684982,91.0,202,16,,,0,0,0.4941048534798535,100.0,202,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,202.0,202,16,,,0,0,0.3115936147186147,42.0,130,16,0.5058951465201466,102.0,202,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,U,STRICT_BASE,320,False,micro,202,16,41,UNKNOWN,0.49504950495049505,100.0,202,16,,,0,0,0.49504950495049505,100.0,202,16,0.6435643564356436,130.0,202,16,0.3230769230769231,42.0,130,16,0.676923076923077,88.0,130,16,0.16666666666666666,12.0,72,16,0.5833333333333334,42.0,72,16,1.0,202.0,202,16,0.49504950495049505,100.0,202,16,1.0,202.0,202,16,0.3230769230769231,42.0,130,16,0.4504950495049505,91.0,202,16,,,0,0,0.49504950495049505,100.0,202,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,202.0,202,16,,,0,0,0.3230769230769231,42.0,130,16,0.504950495049505,102.0,202,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,76,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,cross_family_confirmation,EDIT_TARGET,320,False,macro,32,16,16,UNKNOWN,1.0,32.0,32,16,,,0,0,1.0,32.0,32,16,0.5,16.0,32,16,,,0,0,,,0,0,1.0,16.0,16,10,1.0,16.0,16,10,1.0,32.0,32,16,1.0,32.0,32,16,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,cross_family_confirmation,EDIT_TARGET,320,False,micro,32,16,16,UNKNOWN,1.0,32.0,32,16,,,0,0,1.0,32.0,32,16,0.5,16.0,32,16,,,0,0,,,0,0,1.0,16.0,16,10,1.0,16.0,16,10,1.0,32.0,32,16,1.0,32.0,32,16,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
APR_SLAKE_STAGE2_BANK16,A,0,B2,FORCED_ON,evaluation,source_style_confirmation,EDIT_TARGET,320,False,macro,32,16,16,UNKNOWN,1.0,32.0,32,16,,,0,0,1.0,32.0,32,16,0.59375,19.0,32,16,,,0,0,,,0,0,1.0,13.0,13,7,1.0,13.0,13,7,1.0,32.0,32,16,1.0,32.0,32,16,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,32.0,32,16,,,0,0,,,0,0,,,0,0,0.0,0.0,32,16,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,32,UNKNOWN,NA
